Year,Age,Sex,Grade,QuitTime,radius,theta,x,y
2017,16 years old,Female,11th,Not during the past 30 days but sometime during the past 6 months,2.921083028567955,3.724148171296857,-2.4392779441121832,-1.607062279799877
2017,16 years old,Male,11th,Not during the past 30 days but sometime during the past 6 months,1.8606675778515638,3.330208049378112,-1.8276682449033748,-0.34887336074831343
2017,16 years old,Male,11th,Not today but sometime during past 7 days,0.4761417072499171,0.1704836438652151,0.46923899885107023,0.08078172652346013
2017,16 years old,Male,10th,1 to 4 years ago,0.5272995018865914,4.213383928215594,-0.25234031168490034,-0.46300014232029635
2017,15 years old,Male,10th,5 or more years ago,0.9875368104316293,2.194182054866968,-0.5765115431799042,0.8017876230884343
2017,16 years old,Male,10th,Not during the past 6 months but sometime during the past year,1.939409642503597,4.06372037353352,-1.1716477298658843,-1.5454938882234537
2017,16 years old,Female,10th,Not today but sometime during past 7 days,1.0103890695143491,2.0065489281083826,-0.42647794491556573,0.9159708697849883
2017,15 years old,Male,10th,Not during the past 7 days but sometime during the past 30 days,1.703019573329948,4.584639306549428,-0.21696891474335053,-1.6891418404562746
2017,15 years old,Female,10th,Not during the past 30 days but sometime during the past 6 months,2.7625061675673352,1.0590629393652606,1.3527697586470881,2.4086208306700048
2017,15 years old,Male,10th,Not during the past 7 days but sometime during the past 30 days,0.47124116620980205,6.08459223516386,0.4619789782003485,-0.09297128821166356
2017,15 years old,Female,10th,Not during the past 30 days but sometime during the past 6 months,1.4351143477251753,3.309302977820828,-1.4149790559152255,-0.23955680405263508
2017,15 years old,Male,10th,1 to 4 years ago,1.1658272578846665,0.3489603824577663,1.0955613191599811,0.3986208614552459
2017,15 years old,Female,10th,1 to 4 years ago,1.7560109617887065,4.014006958861682,-1.129078780388098,-1.3448998496540268
2017,17 years old,Male,11th,Earlier today,1.3528072531800717,5.286915256121597,0.7351657640563536,-1.1356138267985505
2017,17 years old,Male,11th,Not during the past 30 days but sometime during the past 6 months,2.0024542529135942,2.422614647304207,-1.5068052211145488,1.3188483842480443
2017,16 years old,Male,11th,5 or more years ago,2.1179085539421068,3.577780361850087,-1.9196064255051033,-0.8947892567642204
2017,16 years old,Female,11th,Not today but sometime during past 7 days,2.9403527684975415,5.250892441798217,1.5079652754056747,-2.524225649854197
2017,16 years old,Female,10th,1 to 4 years ago,1.5490301394369455,5.494355411533858,1.0915643952020864,-1.0990821370630797
2017,17 years old,Male,11th,5 or more years ago,2.4093371307477356,5.49668338086884,1.7017771507155306,-1.705538020362566
2017,17 years old,Female,12th,Not during the past 6 months but sometime during the past year,1.6458691784646362,0.6766536650211722,1.2832389589454705,1.0306226888946324
2017,17 years old,Male,12th,1 to 4 years ago,1.674834834667854,2.617436837310419,-1.4499828133879824,0.838225246754337
2017,17 years old,Female,12th,Not during the past 30 days but sometime during the past 6 months,1.848614088119939,4.296923120506842,-0.7461305983129102,-1.6913495135709629
2017,18 years old,Female,12th,Not during the past 30 days but sometime during the past 6 months,0.576132510532625,5.6146254353888185,0.45209991068900574,-0.3571195044346057
2017,17 years old,Female,12th,Not during the past 7 days but sometime during the past 30 days,2.7475968360202385,6.266686407362755,2.747222877759621,-0.04533026828258671
2017,17 years old,Female,12th,Not during the past 30 days but sometime during the past 6 months,2.0454266707412896,6.2170683998192935,2.0409575635901707,-0.13513877683282222
2017,18 years old,Male,12th,Not during the past 30 days but sometime during the past 6 months,1.504246541345492,0.7215297552733168,1.1293825159331963,0.9936059530086756
2017,18 years old,Male,12th,Not during the past 7 days but sometime during the past 30 days,2.537743642739952,5.927878225796334,2.379235428924136,-0.8828259001746722
2017,18 years old,Female,12th,1 to 4 years ago,1.4254729552427308,5.895115332770333,1.3194763687515005,-0.5394026867144788
2017,18 years old,Male,12th,Not during the past 6 months but sometime during the past year,0.8564045437145977,1.228300749027909,0.2876138475718989,0.8066641291020054
2017,18 years old,Male,12th,Not during the past 7 days but sometime during the past 30 days,1.875449631176889,3.4131166815525726,-1.806739291471522,-0.5029954788410249
2017,18 years old,Male,12th,1 to 4 years ago,0.2907172979786992,5.1348051903896605,0.11918405523774926,-0.26516355013674286
2017,17 years old,Female,12th,1 to 4 years ago,2.9033897440182046,1.5363935450266606,0.09986498180810344,2.901671757983415
2017,17 years old,Female,12th,Not during the past 7 days but sometime during the past 30 days,1.2952630035812036,3.080989774128038,-1.2928851694279078,0.07844862726377876
2017,17 years old,Female,12th,Not during the past 30 days but sometime during the past 6 months,0.25413899670820683,4.726160202148495,0.00349969386257507,-0.2541148987972217
2017,18 years old,Male,12th,1 to 4 years ago,1.0493177640717477,4.495135381780273,-0.2261789721795993,-1.0246515712867044
2017,17 years old,Female,12th,Not during the past 6 months but sometime during the past year,0.4910471300128847,0.8538522418474411,0.3226592822214981,0.3701597918334709
2017,17 years old,Male,12th,Not during the past 30 days but sometime during the past 6 months,2.039740093401633,0.9155369726355037,1.2429460244024837,1.6172893461134787
2017,17 years old,Female,12th,Not during the past 7 days but sometime during the past 30 days,1.6302436515223235,4.012103218214671,-1.050588062814967,-1.2465789528142748
2017,17 years old,Female,12th,Not today but sometime during past 7 days,0.9294132464798167,3.689499426186118,-0.7933627211696017,-0.48413280759572297
2017,17 years old,Female,12th,1 to 4 years ago,2.4006710707210006,5.809479244906395,2.1363181616507716,-1.0951558345723145
2017,18 years old,Female,12th,1 to 4 years ago,0.7273911627708003,4.744759612408589,0.023541999720068103,-0.7270100947897747
2017,17 years old,Female,12th,Not during the past 6 months but sometime during the past year,0.5639238334959373,5.386168520475594,0.35185690930165703,-0.4406890120725035
2017,16 years old,Female,10th,Not during the past 7 days but sometime during the past 30 days,2.880737338657491,4.298063691901933,-1.15970534171037,-2.6369928203815567
2017,16 years old,Male,10th,1 to 4 years ago,1.4807451729197056,2.3794811309401167,-1.0711410326300204,1.0223811203955708
2017,16 years old,Male,10th,Not during the past 30 days but sometime during the past 6 months,0.17521457367110999,1.0364050769000566,0.08923980593906819,0.15078595379778012
2017,16 years old,Female,10th,1 to 4 years ago,2.133555531594902,2.185655469026157,-1.2307275713262,1.7428048805235539
2017,15 years old,Male,10th,Not during the past 6 months but sometime during the past year,2.066420825920068,5.375944322070977,1.2727533522507235,-1.6279416249149479
2017,14 years old,Male,9th,Not during the past 30 days but sometime during the past 6 months,2.8581702331081034,0.5312564183336653,2.4642321406143735,1.4479975961956335
2017,16 years old,Female,11th,Not during the past 6 months but sometime during the past year,1.9601001650327816,0.7299433497104393,1.4606905160361978,1.3070485351827776
2017,14 years old,Male,9th,Earlier today,2.7131720560370014,5.391460554944357,1.7040642382640332,-2.1112715783455402
2017,15 years old,Male,9th,Not during the past 30 days but sometime during the past 6 months,2.4055071914335713,0.04415383735598379,2.403162730432214,0.10617786539677462
2017,16 years old,Male,10th,Not today but sometime during past 7 days,2.525518699246459,0.6104141256270486,2.069437066607057,1.4476446137074894
2017,16 years old,Female,11th,5 or more years ago,0.37324641200248154,1.1575991193126702,0.1498731818431023,0.3418346287855439
2017,14 years old,Female,9th,1 to 4 years ago,2.609484844096005,1.1287626194138454,1.1162817292229326,2.3586704417043536
2017,16 years old,Female,10th,5 or more years ago,0.4555501068709418,3.614884553514317,-0.40547266977347984,-0.20764829384536979
2017,17 years old,Male,11th,5 or more years ago,2.5668209224473686,1.7132812210398056,-0.36449694735596205,2.5408092457486346
2017,14 years old,Male,9th,1 to 4 years ago,0.9322520095622167,3.768748339107153,-0.7548444059965798,-0.5470865855314513
2017,15 years old,Female,9th,5 or more years ago,0.4984265775186941,1.5194127307361576,0.02559968142456553,0.4977687309262802
2017,15 years old,Female,9th,Not today but sometime during past 7 days,1.5726278696209193,1.1244153257373284,0.6789097036298589,1.4185344657870136
2017,16 years old,Female,11th,Not during the past 30 days but sometime during the past 6 months,1.7973312049638481,6.125540756102692,1.77504395705182,-0.2821673455072635
2017,17 years old,Male,11th,1 to 4 years ago,0.24952746666967868,5.770826313073778,0.21748576273092274,-0.12232701922280452
2017,12 years old,Female,6th,1 to 4 years ago,1.7092372139217333,2.796952808036874,-1.6087292706612832,0.577478992840904
2017,11 years old,Female,6th,1 to 4 years ago,0.48744789403863253,3.2530601442924865,-0.48442275785902,-0.05422214557686921
2017,12 years old,Male,7th,Not during the past 6 months but sometime during the past year,2.362802449357696,4.187743235766405,-1.183542933953447,-2.04500893352073
2017,15 years old,Male,8th,1 to 4 years ago,0.3814668139209971,4.606188525806621,-0.040435839394791916,-0.37931764131855933
2017,15 years old,Female,8th,Not during the past 30 days but sometime during the past 6 months,2.273643312952481,4.888610481540407,0.39859434635938684,-2.2384316968770497
2017,14 years old,Female,8th,Not during the past 30 days but sometime during the past 6 months,2.7011144414544104,5.5042670852862825,1.9223126871747758,-1.8975597905100285
2017,12 years old,Male,7th,5 or more years ago,2.516991726169363,5.773585509696821,2.1971822729549015,-1.227858871783627
2017,13 years old,Male,7th,1 to 4 years ago,0.546149039757438,4.199585193351471,-0.26795290598989374,-0.475899163478507
2017,14 years old,Female,7th,5 or more years ago,1.8281645982759074,1.0017227987811044,0.9851098202731615,1.5400468955167208
2017,12 years old,Female,6th,Not during the past 6 months but sometime during the past year,1.016847462579608,2.525681051519356,-0.8299988443457756,0.5874356820446509
2017,12 years old,Male,6th,1 to 4 years ago,0.8077036774950102,5.167188874568663,0.3548101373560721,-0.7255997499092242
2017,11 years old,Male,6th,5 or more years ago,0.9671244185883552,2.5707998574358677,-0.8138089818357916,0.5225366801605952
2017,13 years old,Female,7th,5 or more years ago,2.5954242487438024,1.3761654338084022,0.5019664960363158,2.5464203635347316
2017,12 years old,Male,7th,1 to 4 years ago,1.0609640630194916,5.363902327993588,0.643358490232576,-0.8436436428163779
2017,14 years old,Female,9th,Not during the past 6 months but sometime during the past year,1.6238080926705152,2.0539356608131483,-0.7543586725660164,1.43794843959952
2017,16 years old,Male,10th,Not during the past 6 months but sometime during the past year,2.7058825017884374,0.7456363820853709,1.9878936390321418,1.8357774901606136
2017,15 years old,Male,10th,Not during the past 6 months but sometime during the past year,0.6624016827670857,1.4137648700558425,0.10359093382867503,0.6542514102095386
2017,16 years old,Female,10th,1 to 4 years ago,0.46119461262132977,3.756419833986858,-0.37673749341350776,-0.266025058532924
2017,17 years old,Female,11th,Earlier today,1.9951010453747586,1.9341088206757115,-0.7090039413530302,1.864870395604296
2017,16 years old,Male,11th,5 or more years ago,1.0354936457704753,5.3681694318155895,0.6314212372230541,-0.8207035467297179
2017,16 years old,Male,11th,1 to 4 years ago,2.4421427477151156,0.4362964454982078,2.213370006521923,1.0320147355763285
2017,16 years old,Male,11th,1 to 4 years ago,2.408025103365071,0.14448429656804126,2.3829341789869494,0.3467125568135021
2017,16 years old,Male,11th,Not during the past 6 months but sometime during the past year,1.8700931675033645,1.679674544661126,-0.20321036361970907,1.859019634985148
2017,17 years old,Female,11th,Earlier today,2.412480186158791,5.964921115341371,2.2913254673357226,-0.7549094325463735
2017,17 years old,Female,11th,Earlier today,1.740945846727118,3.1800009182253253,-1.7396618874562013,-0.0668502697730444
2017,16 years old,Female,11th,Not today but sometime during past 7 days,0.573330478137359,4.817222475531983,0.059994206830223024,-0.570182893735006
2017,17 years old,Male,11th,1 to 4 years ago,2.0973042380297557,2.9678292512580446,-2.0657211173550136,0.36260354682645995
2017,17 years old,Female,10th,Not during the past 30 days but sometime during the past 6 months,2.989676318410784,1.7303834136433456,-0.47509111978609525,2.9516864529903333
2017,17 years old,Female,12th,Not today but sometime during past 7 days,2.753750094771385,0.37136050070117455,2.5660393560636283,0.9992905521348495
2017,18 years old,Male,12th,Earlier today,1.9126522825565189,5.263447359823804,1.0014441367215834,-1.6295239780361086
2017,17 years old,Male,11th,Not during the past 30 days but sometime during the past 6 months,1.149291260400787,0.7422816022538965,0.8469451181043959,0.7768876161664315
2017,16 years old,Male,10th,1 to 4 years ago,2.7052133184857667,4.113608517677827,-1.5247543322333659,-2.234570053690051
2017,17 years old,Male,11th,1 to 4 years ago,0.9391603057738394,5.3291748676497575,0.5432255979301855,-0.7661122826939951
2017,16 years old,Female,9th,1 to 4 years ago,1.5240883843973279,4.5500213485496666,-0.24637673430762608,-1.5040425220873135
2017,16 years old,Female,9th,1 to 4 years ago,0.29537891973741354,2.0768087594895186,-0.1431681678410802,0.2583632751423268
2017,17 years old,Male,11th,Not during the past 6 months but sometime during the past year,2.2479456102708353,2.971177386515603,-2.215382827947219,0.38123272731036417
2017,17 years old,Female,11th,5 or more years ago,0.26782728121615945,0.5917979254561592,0.22228031691833572,0.1494085448504335
2017,16 years old,Male,10th,Not during the past 30 days but sometime during the past 6 months,1.4417194339679555,4.596846069090084,-0.1662100619134303,-1.4321065398913644
2017,16 years old,Female,10th,Not during the past 6 months but sometime during the past year,1.5471448583761231,5.187740319327401,0.7080521782454917,-1.3756159804543886
2017,15 years old,Male,10th,Earlier today,2.9901782038621603,4.19141748764803,-1.488280416116234,-2.5934893664438308
2017,16 years old,Male,10th,Not during the past 30 days but sometime during the past 6 months,0.46544125101063405,0.7548465485829171,0.33901655925516466,0.3189095964268455
2017,17 years old,Female,11th,Not during the past 6 months but sometime during the past year,2.341490252572112,3.8783602557405956,-1.7342113243739592,-1.5732411402271842
2017,17 years old,Female,11th,Not today but sometime during past 7 days,0.23292617581319064,5.244219869093066,0.11811970469318776,-0.20075442396657542
2017,15 years old,Female,10th,Earlier today,1.7118142613209784,5.347974055465674,1.0162158661295855,-1.3775388846375203
2017,16 years old,Female,10th,5 or more years ago,1.828495786874555,1.0995222444062867,0.8301770379432077,1.6291724673250036
2017,9 years old,Male,6th,5 or more years ago,0.43194225057959557,5.265892930217341,0.22705960866051114,-0.3674480125823266
2017,16 years old,Male,12th,Not today but sometime during past 7 days,0.9907537836581468,5.970311049750917,0.9426554816453171,-0.3049486887280698
2017,18 years old,Male,11th,Earlier today,0.8083647967781871,5.640282306249046,0.6469818153382975,-0.4846319998636088
2017,15 years old,Male,9th,Not during the past 6 months but sometime during the past year,0.8856805853312835,1.7614591949315144,-0.16784514417287497,0.869631017622044
2017,15 years old,Male,9th,Not during the past 7 days but sometime during the past 30 days,1.6386863524559885,2.3297628710836005,-1.127698050505753,1.1889449392680203
2017,16 years old,Male,11th,Not today but sometime during past 7 days,1.8104877287289127,0.7839599115799156,1.2820480872045863,1.2783655650763746
2017,17 years old,Male,12th,Not today but sometime during past 7 days,1.432398907491006,2.271759115748655,-0.9238310757456274,1.0946701666109773
2017,17 years old,Female,11th,5 or more years ago,1.7413018931401893,4.353560429895258,-0.6115062822872155,-1.6303963781169521
2017,16 years old,Female,10th,Not today but sometime during past 7 days,0.2726901624817401,2.570489241891769,-0.22941560436028555,0.14740558059423245
2017,17 years old,Male,11th,Earlier today,1.354191750055179,0.5460061538164951,1.157299378678818,0.7032022781725967
2017,16 years old,Male,11th,Earlier today,2.925095508573577,6.181744523866644,2.9100584533149805,-0.296215348298051
2017,17 years old,Female,11th,Not during the past 30 days but sometime during the past 6 months,1.3921982126077637,6.137459885542276,1.377442063722844,-0.202161381760228
2017,17 years old,Male,11th,Earlier today,0.10256942901760341,3.7376024182116736,-0.0848846229313896,-0.057576805736277104
2017,16 years old,Female,10th,Not during the past 30 days but sometime during the past 6 months,2.2215149973984807,5.985259269569987,2.1236513344882875,-0.6520996037358775
2017,17 years old,Male,12th,1 to 4 years ago,1.8116825580829754,3.833718915563877,-1.394797784379011,-1.1561716273778195
2017,16 years old,Male,11th,Not during the past 7 days but sometime during the past 30 days,1.3513769784942269,2.4996640175426035,-1.082375247747227,0.8091251825696164
2017,17 years old,Male,11th,Not today but sometime during past 7 days,1.7026629286818207,1.3761343073004295,0.329354516627965,1.6705049090272421
2017,18 years old,Male,12th,Earlier today,2.097535977815278,0.23510146103381288,2.0398342561692133,0.4886035055012241
2017,18 years old,Female,12th,Not during the past 30 days but sometime during the past 6 months,0.31081186023075136,2.0558274435677792,-0.1449116434854252,0.27496295758238626
2017,16 years old,Female,11th,Not during the past 6 months but sometime during the past year,2.11384509971831,4.7118156759556875,-0.0012118766915072186,-2.1138447523311634
2017,17 years old,Female,12th,Not during the past 6 months but sometime during the past year,2.4708738518878817,5.562902743696814,1.8571566753348432,-1.6297811740238286
2017,18 years old,Female,11th,Not during the past 30 days but sometime during the past 6 months,1.2790238657267765,4.910349066765452,0.25154519860902724,-1.254044282374196
2017,17 years old,Female,11th,Not today but sometime during past 7 days,1.8228347189258784,2.948205834915416,-1.7888552085402325,0.35031907655745453
2017,16 years old,Male,11th,Not today but sometime during past 7 days,1.4013378296978771,1.0831095953135732,0.6566438661409729,1.2379687176991963
2017,18 years old,Female,12th,Not during the past 30 days but sometime during the past 6 months,2.3034498155349867,4.859104636640676,0.3367410249855091,-2.278702818442956
2017,16 years old,Male,10th,Earlier today,0.2948225199477747,4.1532391161999005,-0.15639324153711862,-0.2499229326609875
2017,15 years old,Male,9th,Not today but sometime during past 7 days,1.0975672977278008,1.8783896957276491,-0.3323058844910654,1.0460529490298842
2017,15 years old,Male,9th,Not during the past 7 days but sometime during the past 30 days,2.130530460830778,1.3576097838168137,0.45076777855658334,2.0822988388660666
2017,16 years old,Female,10th,Not during the past 30 days but sometime during the past 6 months,1.6389666613657028,0.2081769701949828,1.6035802532277779,0.33873601598615655
2017,17 years old,Male,12th,Not during the past 6 months but sometime during the past year,1.2769277743296699,3.1212773793999364,-1.2766642827278274,0.025939353530224432
2017,17 years old,Female,11th,1 to 4 years ago,2.2342411302030087,1.4385220331310575,0.2946716236473142,2.2147239245801886
2017,17 years old,Female,11th,Earlier today,0.15715738732833415,4.4071131779764565,-0.0472346329633664,-0.14989107325215903
2017,16 years old,Female,11th,Not during the past 6 months but sometime during the past year,0.8701249377802014,1.9140648417178192,-0.2928550902043946,0.8193615218500165
2017,17 years old,Male,12th,Not during the past 6 months but sometime during the past year,2.167455485230312,5.2593816720258735,1.127339255554709,-1.8512075743525687
2017,16 years old,Female,10th,Not during the past 6 months but sometime during the past year,2.805550718633458,0.13948568543010914,2.778302184066315,0.390066415930741
2017,19 years old or older,Female,11th,Not today but sometime during past 7 days,1.0762185903731734,1.851516677661438,-0.2981640723369392,1.034091214657717
2017,17 years old,Female,11th,Not during the past 30 days but sometime during the past 6 months,2.9984934213105587,2.003152395132008,-1.256402413113183,2.722575209974202
2017,16 years old,Female,11th,Not during the past 30 days but sometime during the past 6 months,2.8918518782127647,5.221946604865066,1.4106196616985662,-2.5244721142353934
2017,18 years old,Female,12th,Not during the past 6 months but sometime during the past year,2.135196157475002,1.7080149631875994,-0.2920701252307639,2.115125923637574
2017,19 years old or older,Male,12th,Not during the past 30 days but sometime during the past 6 months,1.3575124860042707,0.4138742459693111,1.2428972088950352,0.5459365144212528
2017,17 years old,Male,12th,1 to 4 years ago,0.5256293167127296,4.680469424521352,-0.016775005441372493,-0.5253615686175883
2017,17 years old,Male,11th,Earlier today,2.6601731315720825,3.2783599841437963,-2.635332217376021,-0.36269159626051767
2017,18 years old,Female,10th,Not today but sometime during past 7 days,2.065301769855432,3.2165769511124793,-2.0594982606702317,-0.1547201178395038
2017,17 years old,Male,11th,Earlier today,0.27860640671569853,5.577007856031359,0.21197712617112982,-0.18079609465710847
2017,16 years old,Female,9th,1 to 4 years ago,1.1725587675347924,4.883016914785899,0.1991018837486945,-1.1555312644885176
2017,17 years old,Female,11th,Not today but sometime during past 7 days,1.5500309191644193,0.1917530566330589,1.5216214037627918,0.2954050676218088
2017,16 years old,Female,11th,1 to 4 years ago,0.39379769363440575,3.8178603657116206,-0.3071283872440802,-0.24647267041322773
2017,19 years old or older,Female,11th,1 to 4 years ago,1.1425865430384874,6.125952260329209,1.1284919721639552,-0.17891304338741726
2017,17 years old,Female,11th,Not during the past 6 months but sometime during the past year,1.8909448380814866,4.8803484629713125,0.31611094167784903,-1.8643353381885361
2017,17 years old,Female,10th,5 or more years ago,0.2830136435339227,4.2112059562600335,-0.1359776986116277,-0.2482071471707284
2017,16 years old,Female,11th,Not during the past 30 days but sometime during the past 6 months,1.6330947479698807,6.275597307634662,1.633047733245441,-0.01239180328828313
2017,16 years old,Male,9th,Not during the past 30 days but sometime during the past 6 months,2.905834139883518,4.0991936002557985,-1.6722599441757304,-2.376429828044154
2017,17 years old,Male,11th,Earlier today,1.3777399502927439,4.694603463135079,-0.02450252581169218,-1.3775220495010234
2017,17 years old,Male,10th,Not during the past 30 days but sometime during the past 6 months,2.150299027515575,3.225239538595447,-2.14278080508327,-0.17965614128417895
2017,15 years old,Male,9th,Not today but sometime during past 7 days,1.9192415027413519,2.7685710576859073,-1.7872561003701348,0.6994308954676087
2017,15 years old,Male,9th,Not during the past 6 months but sometime during the past year,0.9523704944644122,2.967216437800476,-0.9379277513670261,0.16523042075230338
2017,16 years old,Male,9th,5 or more years ago,0.10731589887291193,5.875579976781486,0.09852380024615269,-0.04254130858303799
2017,17 years old,Male,9th,Not today but sometime during past 7 days,1.3574912297539414,5.010971212824581,0.3993270388672235,-1.2974283621412024
2017,11 years old,Male,6th,1 to 4 years ago,0.17213516412302854,6.049589485821709,0.16746003083585548,-0.039845361086534345
2017,19 years old or older,Male,7th,Not during the past 30 days but sometime during the past 6 months,0.8105620067799464,2.966285524509915,-0.7981385381324091,0.1413705796231834
2017,13 years old,Male,7th,1 to 4 years ago,0.6854234206257388,6.138963071904593,0.6783073462359175,-0.09851096174881079
2017,13 years old,Female,7th,1 to 4 years ago,0.12751838178373873,2.9966990808194693,-0.12618215213631218,0.01841201170410003
2017,14 years old,Male,8th,1 to 4 years ago,2.602865854627453,4.453617561882139,-0.6660553325795384,-2.5162036783869186
2017,13 years old,Male,8th,5 or more years ago,0.5134882145794109,1.7084109136690975,-0.07044064480246608,0.5086337209345876
2017,9 years old,Female,Ungraded or other grade,Earlier today,1.1407213588943705,2.2041747040609163,-0.6751601337393128,0.9194585430822494
2017,9 years old,Female,Ungraded or other grade,Earlier today,0.4964997549075634,4.573766350790034,-0.06860588357378454,-0.4917369615580374
2017,12 years old,Female,6th,Not during the past 30 days but sometime during the past 6 months,2.706093886727467,4.972168570344485,0.6951076894221698,-2.6152952842633166
2017,13 years old,Male,7th,1 to 4 years ago,1.4150463245576248,2.6290622903343435,-1.233221997797681,0.6939161367138964
2017,12 years old,Female,7th,1 to 4 years ago,2.1923662900459022,5.352023901323724,1.3086290799360523,-1.758965571259243
2017,14 years old,Female,8th,Not during the past 30 days but sometime during the past 6 months,2.0908990905852987,5.665129991769169,1.7040970754462375,-1.2115742504964395
2017,14 years old,Male,8th,Not during the past 30 days but sometime during the past 6 months,0.878096835152246,4.117591756875727,-0.4920334953182656,-0.7272943636446532
2017,14 years old,Female,8th,1 to 4 years ago,1.769379260763526,1.636081085389996,-0.11543146037912722,1.7656099643961072
2017,13 years old,Male,8th,Not during the past 6 months but sometime during the past year,1.898231519991532,3.491137771718433,-1.7834427904035568,-0.65008823773926006
2017,13 years old,Male,8th,Not today but sometime during past 7 days,1.683512490056455,1.1441274314885126,0.696705878088515,1.5325844915087052
2017,14 years old,Female,8th,5 or more years ago,2.6431904894998297,4.471214489973398,-0.6313083109057444,-2.5666916021142248
2017,13 years old,Female,8th,Not during the past 7 days but sometime during the past 30 days,1.0222090483875945,3.0539879285699305,-1.0182890398181077,0.08943584288073624
2017,13 years old,Male,8th,Not today but sometime during past 7 days,1.596650226507336,0.03804888710601547,1.595494616449234,0.06073610694996995
2017,13 years old,Male,7th,Not today but sometime during past 7 days,1.1688147100619972,4.169546648776946,-0.6037767233812461,-1.0007904349864245
2017,13 years old,Male,8th,1 to 4 years ago,2.4665983787039294,2.5540999161019933,-2.053031250486115,1.367176011474848
2017,14 years old,Female,8th,Not during the past 7 days but sometime during the past 30 days,1.6028895041672513,3.8548170718267714,-1.2121950495303517,-1.0487315788435307
2017,11 years old,Female,6th,Not during the past 30 days but sometime during the past 6 months,0.5918644402641803,1.2097904758293032,0.20905565137037702,0.5537140510040709
2017,14 years old,Male,8th,Not during the past 6 months but sometime during the past year,0.3808808041969314,2.5642596217630858,-0.31914811415279776,0.20788138021096056
2017,14 years old,Female,8th,1 to 4 years ago,0.15958875233773143,4.914678596227732,0.032063420535618815,-0.15633459929353397
2017,13 years old,Female,8th,1 to 4 years ago,1.5782264226814733,2.4888106458675376,-1.2537384724837564,0.958612791414791
2017,13 years old,Male,6th,5 or more years ago,0.7899119137320667,2.3590331671546343,-0.560135367076972,0.5569642735449033
2017,14 years old,Male,8th,Earlier today,2.5155703007709236,3.2932831134548892,-2.486684122995957,-0.38012630869297126
2017,13 years old,Male,7th,1 to 4 years ago,0.6843206303426995,1.9856999199606502,-0.27585081288837704,0.6262595740916471
2017,14 years old,Male,8th,1 to 4 years ago,0.9434140237281099,0.323350216720138,0.8945227493489659,0.2997650264190769
2017,15 years old,Male,8th,5 or more years ago,2.329662329191342,0.6272302402114336,1.8862255400428944,1.3672892086691535
2017,12 years old,Male,6th,1 to 4 years ago,0.33373047614004464,3.292950466364517,-0.32991502154747115,-0.050320068183504485
2017,11 years old,Male,6th,1 to 4 years ago,1.9957359733060003,0.6611130116562951,1.5752530361533763,1.2253733909454774
2017,11 years old,Male,6th,1 to 4 years ago,1.1965241131605582,3.420914561565575,-1.1501499637437869,-0.3298863657001087
2017,11 years old,Female,6th,5 or more years ago,1.1442920105764642,0.8778514129378189,0.730980226583557,0.8803818000237048
2017,13 years old,Female,6th,Not during the past 30 days but sometime during the past 6 months,0.5201026531402022,0.6997513128452015,0.39787976348949006,0.3349603911047169
2017,11 years old,Female,6th,1 to 4 years ago,1.238399154529907,5.589738662160535,0.9523877994053626,-0.7915743461508837
2017,12 years old,Male,6th,1 to 4 years ago,2.2893142686225474,1.1182769273283957,1.000963144019597,2.058891110484766
2017,12 years old,Female,6th,1 to 4 years ago,1.1759910763474182,5.397351140882334,0.7439833544474928,-0.9107380413454879
2017,13 years old,Female,7th,Not during the past 30 days but sometime during the past 6 months,1.996490172157064,1.8675274733982035,-0.5837652979969248,1.9092383519022198
2017,17 years old,Female,6th,Earlier today,2.166753166052513,0.5666473310443784,1.8281014501222201,1.1631269795940704
2017,14 years old,Male,8th,1 to 4 years ago,2.7222022372996433,3.8584137788097683,-2.052262899408634,-1.7884635899201444
2017,16 years old,Female,11th,Not during the past 30 days but sometime during the past 6 months,1.4466600452782588,5.659446873947358,1.174254845902888,-0.8449561192618694
2017,16 years old,Male,11th,5 or more years ago,0.13854686259292065,2.1187775706989647,-0.07217808372078442,0.11826054864043659
2017,17 years old,Male,11th,1 to 4 years ago,2.8709596829488873,5.296733167065567,1.5837720983583663,-2.394592959477563
2017,16 years old,Male,11th,1 to 4 years ago,2.4213232548907397,3.817460219581071,-1.889030489427041,-1.5147178333569982
2017,16 years old,Male,11th,Not during the past 6 months but sometime during the past year,2.6316007966874166,3.8602888170040637,-1.9807133392288248,-1.7326561750465221
2017,17 years old,Female,11th,Not during the past 6 months but sometime during the past year,0.9185838705860078,2.7844176789041453,-0.8606104546451769,0.32116346718796207
2017,16 years old,Male,11th,Not during the past 30 days but sometime during the past 6 months,1.3792194834910334,1.4463686663519697,0.1711705704147714,1.3685565459509355
2017,15 years old,Female,10th,Not during the past 30 days but sometime during the past 6 months,2.126534734107554,5.907679123394071,1.9783622627405753,-0.7798927700202608
2017,16 years old,Female,10th,Not today but sometime during past 7 days,0.9106874095741659,3.703317648581974,-0.7707489577624541,-0.4850748417151682
2017,15 years old,Male,10th,Not during the past 6 months but sometime during the past year,0.8220521170878783,4.418260840492775,-0.2383174646458938,-0.7867493052131765
2017,16 years old,Male,10th,1 to 4 years ago,2.856460193055682,5.398586943855631,1.809853986825218,-2.2099306280706115
2017,15 years old,Female,10th,1 to 4 years ago,0.8340565238613635,6.01259691334401,0.8037083650376659,-0.22294203050161562
